date,year,quarter,month,state_code,state_name,vehicle_category,manufacturer,registrations
2022-02-01,2022,Q1,2,UP,Uttar Pradesh,2W,TVS,3596
2022-02-01,2022,Q1,2,UP,Uttar Pradesh,2W,Yamaha,2397
2022-02-01,2022,Q1,2,UP,Uttar Pradesh,2W,Royal Enfield,1488
2022-02-01,2022,Q1,2,UP,Uttar Pradesh,3W,Bajaj,1488
2022-02-01,2022,Q1,2,UP,Uttar Pradesh,3W,TVS,1198
2022-02-01,2022,Q1,2,UP,Uttar Pradesh,3W,Mahindra,661
2022-02-01,2022,Q1,2,UP,Uttar Pradesh,3W,Piaggio,1066
2022-02-01,2022,Q1,2,UP,Uttar Pradesh,3W,Force Motors,644
2022-02-01,2022,Q1,2,UP,Uttar Pradesh,4W,Maruti Suzuki,5208
2022-02-01,2022,Q1,2,UP,Uttar Pradesh,4W,Hyundai,2810
2022-02-01,2022,Q1,2,UP,Uttar Pradesh,4W,Tata Motors,2418
2022-02-01,2022,Q1,2,UP,Uttar Pradesh,4W,Mahindra,992
2022-02-01,2022,Q1,2,UP,Uttar Pradesh,4W,Honda,992
2022-02-01,2022,Q1,2,UP,Uttar Pradesh,4W,Toyota,1157
2022-02-01,2022,Q1,2,GJ,Gujarat,2W,Hero,9258
2022-02-01,2022,Q1,2,GJ,Gujarat,2W,Honda,5952
2022-02-01,2022,Q1,2,GJ,Gujarat,2W,Bajaj,3968
2022-02-01,2022,Q1,2,GJ,Gujarat,2W,TVS,3596
2022-02-01,2022,Q1,2,GJ,Gujarat,2W,Yamaha,2397
2022-02-01,2022,Q1,2,GJ,Gujarat,2W,Royal Enfield,1488
2022-02-01,2022,Q1,2,GJ,Gujarat,3W,Bajaj,1488
2022-02-01,2022,Q1,2,GJ,Gujarat,3W,TVS,1198
2022-02-01,2022,Q1,2,GJ,Gujarat,3W,Mahindra,661
2022-02-01,2022,Q1,2,GJ,Gujarat,3W,Piaggio,1066
2022-02-01,2022,Q1,2,GJ,Gujarat,3W,Force Motors,644
2022-02-01,2022,Q1,2,GJ,Gujarat,4W,Maruti Suzuki,5208
2022-02-01,2022,Q1,2,GJ,Gujarat,4W,Hyundai,2810
2022-02-01,2022,Q1,2,GJ,Gujarat,4W,Tata Motors,2418
2022-02-01,2022,Q1,2,GJ,Gujarat,4W,Mahindra,992
2022-02-01,2022,Q1,2,GJ,Gujarat,4W,Honda,992
2022-02-01,2022,Q1,2,GJ,Gujarat,4W,Toyota,1157
2022-02-01,2022,Q1,2,RJ,Rajasthan,2W,Hero,9258
2022-02-01,2022,Q1,2,RJ,Rajasthan,2W,Honda,5952
2022-02-01,2022,Q1,2,RJ,Rajasthan,2W,Bajaj,3968
2022-02-01,2022,Q1,2,RJ,Rajasthan,2W,TVS,3596
2022-02-01,2022,Q1,2,RJ,Rajasthan,2W,Yamaha,2397
2022-02-01,2022,Q1,2,RJ,Rajasthan,2W,Royal Enfield,1488
2022-02-01,2022,Q1,2,RJ,Rajasthan,3W,Bajaj,1488
2022-02-01,2022,Q1,2,RJ,Rajasthan,3W,TVS,1198
2022-02-01,2022,Q1,2,RJ,Rajasthan,3W,Mahindra,661
2022-02-01,2022,Q1,2,RJ,Rajasthan,3W,Piaggio,1066
2022-02-01,2022,Q1,2,RJ,Rajasthan,3W,Force Motors,644
2022-02-01,2022,Q1,2,RJ,Rajasthan,4W,Maruti Suzuki,5208
2022-02-01,2022,Q1,2,RJ,Rajasthan,4W,Hyundai,2810
2022-02-01,2022,Q1,2,RJ,Rajasthan,4W,Tata Motors,2418
2022-02-01,2022,Q1,2,RJ,Rajasthan,4W,Mahindra,992
2022-02-01,2022,Q1,2,RJ,Rajasthan,4W,Honda,992
2022-02-01,2022,Q1,2,RJ,Rajasthan,4W,Toyota,1157
2022-02-01,2022,Q1,2,WB,West Bengal,2W,Hero,9258
2022-02-01,2022,Q1,2,WB,West Bengal,2W,Honda,5952
2022-02-01,2022,Q1,2,WB,West Bengal,2W,Bajaj,3968
2022-02-01,2022,Q1,2,WB,West Bengal,2W,TVS,3596
2022-02-01,2022,Q1,2,WB,West Bengal,2W,Yamaha,2397
2022-02-01,2022,Q1,2,WB,West Bengal,2W,Royal Enfield,1488
2022-02-01,2022,Q1,2,WB,West Bengal,3W,Bajaj,1488
2022-02-01,2022,Q1,2,WB,West Bengal,3W,TVS,1198
2022-02-01,2022,Q1,2,WB,West Bengal,3W,Mahindra,661
2022-02-01,2022,Q1,2,WB,West Bengal,3W,Piaggio,1066
2022-02-01,2022,Q1,2,WB,West Bengal,3W,Force Motors,644
2022-02-01,2022,Q1,2,WB,West Bengal,4W,Maruti Suzuki,5208
2022-02-01,2022,Q1,2,WB,West Bengal,4W,Hyundai,2810
2022-02-01,2022,Q1,2,WB,West Bengal,4W,Tata Motors,2418
2022-02-01,2022,Q1,2,WB,West Bengal,4W,Mahindra,992
2022-02-01,2022,Q1,2,WB,West Bengal,4W,Honda,992
2022-02-01,2022,Q1,2,WB,West Bengal,4W,Toyota,1157
2022-02-01,2022,Q1,2,AP,Andhra Pradesh,2W,Hero,9258
2022-02-01,2022,Q1,2,AP,Andhra Pradesh,2W,Honda,5952
2022-02-01,2022,Q1,2,AP,Andhra Pradesh,2W,Bajaj,3968
2022-02-01,2022,Q1,2,AP,Andhra Pradesh,2W,TVS,3596
2022-02-01,2022,Q1,2,AP,Andhra Pradesh,2W,Yamaha,2397
2022-02-01,2022,Q1,2,AP,Andhra Pradesh,2W,Royal Enfield,1488
2022-02-01,2022,Q1,2,AP,Andhra Pradesh,3W,Bajaj,1488
2022-02-01,2022,Q1,2,AP,Andhra Pradesh,3W,TVS,1198
2022-02-01,2022,Q1,2,AP,Andhra Pradesh,3W,Mahindra,661
2022-02-01,2022,Q1,2,AP,Andhra Pradesh,3W,Piaggio,1066
2022-02-01,2022,Q1,2,AP,Andhra Pradesh,3W,Force Motors,644
2022-02-01,2022,Q1,2,AP,Andhra Pradesh,4W,Maruti Suzuki,5208
2022-02-01,2022,Q1,2,AP,Andhra Pradesh,4W,Hyundai,2810
2022-02-01,2022,Q1,2,AP,Andhra Pradesh,4W,Tata Motors,2418
2022-02-01,2022,Q1,2,AP,Andhra Pradesh,4W,Mahindra,992
2022-02-01,2022,Q1,2,AP,Andhra Pradesh,4W,Honda,992
2022-02-01,2022,Q1,2,AP,Andhra Pradesh,4W,Toyota,1157
2022-02-01,2022,Q1,2,TS,Telangana,2W,Hero,9258
2022-02-01,2022,Q1,2,TS,Telangana,2W,Honda,5952
2022-02-01,2022,Q1,2,TS,Telangana,2W,Bajaj,3968
2022-02-01,2022,Q1,2,TS,Telangana,2W,TVS,3596
2022-02-01,2022,Q1,2,TS,Telangana,2W,Yamaha,2397
2022-02-01,2022,Q1,2,TS,Telangana,2W,Royal Enfield,1488
2022-02-01,2022,Q1,2,TS,Telangana,3W,Bajaj,1488
2022-02-01,2022,Q1,2,TS,Telangana,3W,TVS,1198
2022-02-01,2022,Q1,2,TS,Telangana,3W,Mahindra,661
2022-02-01,2022,Q1,2,TS,Telangana,3W,Piaggio,1066
2022-02-01,2022,Q1,2,TS,Telangana,3W,Force Motors,644
2022-02-01,2022,Q1,2,TS,Telangana,4W,Maruti Suzuki,5208
2022-02-01,2022,Q1,2,TS,Telangana,4W,Hyundai,2810
2022-02-01,2022,Q1,2,TS,Telangana,4W,Tata Motors,2418
2022-02-01,2022,Q1,2,TS,Telangana,4W,Mahindra,992
2022-02-01,2022,Q1,2,TS,Telangana,4W,Honda,992
2022-02-01,2022,Q1,2,TS,Telangana,4W,Toyota,1157
2022-03-01,2022,Q1,3,DL,Delhi,2W,Hero,12432
2022-03-01,2022,Q1,3,DL,Delhi,2W,Honda,8316
2022-03-01,2022,Q1,3,DL,Delhi,2W,Bajaj,7056
2022-03-01,2022,Q1,3,DL,Delhi,2W,TVS,5166
2022-03-01,2022,Q1,3,DL,Delhi,2W,Yamaha,2184
2022-03-01,2022,Q1,3,DL,Delhi,2W,Royal Enfield,1386
2022-03-01,2022,Q1,3,DL,Delhi,3W,Bajaj,2646
2022-03-01,2022,Q1,3,DL,Delhi,3W,TVS,1722
2022-03-01,2022,Q1,3,DL,Delhi,3W,Mahindra,1008
2022-03-01,2022,Q1,3,DL,Delhi,3W,Piaggio,655
2022-03-01,2022,Q1,3,DL,Delhi,3W,Force Motors,436
2022-03-01,2022,Q1,3,DL,Delhi,4W,Maruti Suzuki,5292
2022-03-01,2022,Q1,3,DL,Delhi,4W,Hyundai,1680
2022-03-01,2022,Q1,3,DL,Delhi,4W,Tata Motors,1260
2022-03-01,2022,Q1,3,DL,Delhi,4W,Mahindra,1512
2022-03-01,2022,Q1,3,DL,Delhi,4W,Honda,1386
2022-03-01,2022,Q1,3,DL,Delhi,4W,Toyota,1344
2022-03-01,2022,Q1,3,MH,Maharashtra,2W,Hero,12432
2022-03-01,2022,Q1,3,MH,Maharashtra,2W,Honda,8316
2022-03-01,2022,Q1,3,MH,Maharashtra,2W,Bajaj,7056
2022-03-01,2022,Q1,3,MH,Maharashtra,2W,TVS,5166
2022-03-01,2022,Q1,3,MH,Maharashtra,2W,Yamaha,2184
2022-03-01,2022,Q1,3,MH,Maharashtra,2W,Royal Enfield,1386
2022-03-01,2022,Q1,3,MH,Maharashtra,3W,Bajaj,2646
2022-03-01,2022,Q1,3,MH,Maharashtra,3W,TVS,1722
2022-03-01,2022,Q1,3,MH,Maharashtra,3W,Mahindra,1008
2022-03-01,2022,Q1,3,MH,Maharashtra,3W,Piaggio,655
2022-03-01,2022,Q1,3,MH,Maharashtra,3W,Force Motors,436
